"psu","HH1","HH2","HH7","hhsex","helevel","WS7","WS11","HW3","windex5","HW1","HW4","HW5"
25,25,13,1,1,2,2,13,1,2,1,NA,NA
25,25,14,1,1,0,2,13,2,2,2,NA,1
25,25,15,1,1,4,2,12,1,4,1,NA,NA
25,25,16,1,1,0,2,95,NA,1,4,NA,2
25,25,17,1,1,1,2,13,2,1,2,NA,1
25,25,18,1,NA,NA,NA,NA,NA,0,NA,NA,NA
25,25,19,1,1,3,2,13,2,2,2,NA,1
25,25,20,1,1,0,2,13,NA,1,4,NA,1
26,26,1,1,1,0,2,13,1,1,3,NA,NA
26,26,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
26,26,3,1,1,0,2,13,1,1,2,NA,NA
26,26,4,1,1,0,2,95,2,1,1,NA,1
26,26,5,1,1,0,2,12,1,2,1,NA,NA
26,26,6,1,1,2,2,13,1,1,3,NA,NA
26,26,7,1,1,0,2,13,2,2,2,NA,1
26,26,8,1,NA,NA,NA,NA,NA,0,NA,NA,NA
26,26,9,1,1,3,2,13,1,3,1,NA,NA
26,26,10,1,2,0,2,13,2,1,3,NA,1
26,26,11,1,1,0,2,13,NA,1,4,NA,1
26,26,12,1,1,0,2,95,2,1,3,NA,2
26,26,13,1,1,0,2,13,1,1,3,NA,NA
26,26,14,1,1,0,2,95,NA,1,4,NA,1
26,26,15,1,1,0,2,95,2,2,3,NA,1
26,26,16,1,1,0,2,13,1,1,2,NA,NA
26,26,17,1,1,0,2,95,NA,1,4,NA,1
26,26,18,1,NA,NA,NA,NA,NA,0,NA,NA,NA
26,26,19,1,1,0,2,95,1,1,1,NA,NA
26,26,20,1,1,0,2,95,2,1,3,NA,1
27,27,1,1,1,0,2,13,1,2,2,NA,NA
27,27,2,1,1,2,2,13,1,1,2,NA,NA
27,27,3,1,1,0,2,13,2,2,2,NA,1
27,27,4,1,1,0,2,13,1,1,2,NA,NA
27,27,5,1,1,0,2,13,2,2,2,NA,1
27,27,6,1,1,1,2,12,2,2,3,NA,1
27,27,7,1,1,2,2,14,2,1,2,NA,1
27,27,8,1,1,0,2,95,2,1,2,NA,2
27,27,9,1,1,2,2,12,2,2,2,NA,1
27,27,10,1,1,0,2,95,2,1,2,NA,1
27,27,11,1,2,0,2,13,1,2,2,NA,NA
27,27,12,1,1,3,2,95,2,2,2,NA,1
27,27,13,1,1,1,2,14,2,1,2,NA,1
27,27,14,1,1,0,2,13,1,2,1,NA,NA
27,27,15,1,1,2,2,95,2,1,3,NA,1
27,27,16,1,1,3,2,13,1,2,3,NA,NA
27,27,17,1,1,0,2,95,1,1,2,NA,NA
27,27,18,1,1,0,2,13,2,1,2,NA,1
27,27,19,1,1,0,2,95,2,1,2,NA,1
27,27,20,1,1,0,2,13,1,1,2,NA,NA
28,28,1,1,1,0,2,13,1,1,2,NA,NA
28,28,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
28,28,3,1,1,0,2,13,1,2,2,NA,NA
28,28,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
28,28,5,1,1,0,2,13,1,3,2,NA,NA
28,28,6,1,1,1,2,13,2,1,2,NA,1
28,28,7,1,2,0,1,13,NA,1,4,NA,2
28,28,8,1,2,0,2,13,2,1,1,NA,1
28,28,9,1,1,0,2,11,1,1,1,NA,NA
28,28,10,1,1,0,2,13,NA,1,4,NA,1
28,28,11,1,2,0,2,13,NA,1,4,NA,1
28,28,12,1,NA,NA,NA,NA,NA,0,NA,NA,NA
28,28,13,1,1,0,2,13,2,1,3,NA,1
28,28,14,1,1,0,2,13,1,1,1,NA,NA
28,28,15,1,1,0,2,13,2,1,3,NA,1
28,28,16,1,1,0,2,12,1,1,2,NA,NA
28,28,17,1,1,0,2,12,2,2,3,NA,1
28,28,18,1,1,0,2,13,1,1,3,NA,NA
28,28,19,1,1,3,2,13,1,2,1,NA,NA
28,28,20,1,1,4,2,12,1,2,2,NA,NA
29,29,1,1,1,2,2,95,1,1,2,NA,NA
29,29,2,1,1,0,2,12,1,3,1,NA,NA
29,29,3,1,1,2,2,13,1,2,1,NA,NA
29,29,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
29,29,5,1,2,0,2,95,2,1,3,NA,2
29,29,6,1,1,2,2,95,2,1,1,NA,1
29,29,7,1,1,3,2,95,2,1,1,NA,2
29,29,8,1,2,1,2,13,2,3,2,NA,1
29,29,9,1,2,0,2,95,2,1,3,NA,1
29,29,10,1,1,0,2,95,2,1,1,NA,2
29,29,11,1,1,0,1,95,2,1,3,NA,1
29,29,12,1,1,1,2,95,2,1,1,NA,1
29,29,13,1,1,0,2,13,2,2,1,NA,1
29,29,14,1,1,1,2,12,1,3,2,NA,NA
29,29,15,1,1,0,2,95,2,1,3,NA,2
29,29,16,1,NA,NA,NA,NA,NA,0,NA,NA,NA
29,29,17,1,1,0,2,95,2,1,2,NA,2
29,29,18,1,1,0,2,13,2,1,3,NA,1
29,29,19,1,2,0,2,95,2,1,2,NA,1
29,29,20,1,1,0,2,12,1,4,1,NA,NA
30,30,1,1,1,3,2,13,2,1,2,NA,2
30,30,2,1,1,0,2,13,2,1,2,NA,1
30,30,3,1,1,0,1,13,2,1,2,NA,1
30,30,4,1,1,0,2,13,2,1,2,NA,2
30,30,5,1,1,1,2,13,1,2,2,NA,NA
30,30,6,1,1,1,2,14,1,3,2,NA,NA
30,30,7,1,1,0,2,95,NA,1,4,NA,1
30,30,8,1,1,0,2,95,2,1,3,NA,2
30,30,9,1,1,2,2,95,2,1,3,NA,1
30,30,10,1,1,3,2,13,1,2,2,NA,NA
30,30,11,1,1,0,2,13,1,1,2,NA,NA
30,30,12,1,1,0,2,18,2,1,2,NA,1
30,30,13,1,1,0,2,95,2,1,3,NA,2
30,30,14,1,1,0,2,13,1,1,2,NA,NA
30,30,15,1,2,0,2,13,1,1,1,NA,NA
30,30,16,1,1,1,2,13,2,2,2,NA,1
30,30,17,1,1,0,2,13,1,1,2,NA,NA
30,30,18,1,1,0,2,95,2,1,2,NA,2
30,30,19,1,2,0,2,14,1,1,2,NA,NA
30,30,20,1,1,0,2,13,2,1,2,NA,1
31,31,1,1,1,4,2,13,1,3,2,NA,NA
31,31,2,1,2,1,2,13,1,1,2,NA,NA
31,31,3,1,1,4,2,13,1,5,1,NA,NA
31,31,4,1,1,1,2,13,1,2,1,NA,NA
31,31,5,1,1,0,2,13,1,1,1,NA,NA
31,31,6,1,1,1,2,13,1,1,2,NA,NA
31,31,7,1,1,2,2,95,NA,1,4,NA,2
31,31,8,1,1,3,2,95,2,1,3,NA,1
31,31,9,1,1,1,2,13,2,1,2,NA,1
31,31,10,1,1,0,2,95,2,1,1,NA,2
31,31,11,1,2,0,2,95,2,1,3,NA,1
31,31,12,1,1,4,2,13,1,3,1,NA,NA
31,31,13,1,1,1,2,13,2,1,2,NA,2
31,31,14,1,2,0,2,95,1,1,2,NA,NA
31,31,15,1,1,0,2,13,NA,1,4,NA,1
31,31,16,1,1,0,2,13,2,1,1,NA,2
31,31,17,1,1,1,2,95,2,1,1,NA,1
31,31,18,1,1,4,2,13,1,2,2,NA,NA
31,31,19,1,1,1,2,13,1,3,1,NA,NA
31,31,20,1,1,4,2,13,1,3,2,NA,NA
32,32,1,1,1,1,2,13,1,1,2,NA,NA
32,32,2,1,1,2,2,13,1,2,2,NA,NA
32,32,3,1,1,2,2,13,2,1,2,NA,2
32,32,4,1,1,0,2,95,1,1,2,NA,NA
32,32,5,1,1,0,2,13,1,2,2,NA,NA
32,32,6,1,1,3,2,14,2,1,2,NA,1
32,32,7,1,1,0,2,95,2,1,3,NA,1
32,32,8,1,1,0,2,13,2,1,2,NA,1
32,32,9,1,1,0,2,95,2,1,3,NA,1
32,32,10,1,1,2,2,13,1,2,2,NA,NA
32,32,11,1,1,3,2,13,1,4,1,NA,NA
32,32,12,1,1,1,2,95,2,1,2,NA,1
32,32,13,1,1,0,2,13,1,1,2,NA,NA
32,32,14,1,1,0,2,95,2,1,3,NA,1
32,32,15,1,1,0,2,13,2,1,2,NA,1
32,32,16,1,1,0,2,13,1,1,2,NA,NA
32,32,17,1,1,0,2,95,2,1,3,NA,2
32,32,18,1,2,0,2,13,2,1,2,NA,1
32,32,19,1,1,0,2,95,2,1,2,NA,1
32,32,20,1,1,0,2,95,2,1,2,NA,2
33,33,1,1,1,3,2,13,1,3,2,NA,NA
33,33,2,1,1,0,2,13,2,2,2,NA,1
33,33,3,1,1,0,2,13,2,2,2,NA,1
33,33,4,1,1,0,2,13,1,1,2,NA,NA
33,33,5,1,1,0,2,13,2,1,2,NA,1
33,33,6,1,1,0,2,95,1,1,2,NA,NA
33,33,7,1,1,0,2,13,1,2,2,NA,NA
33,33,8,1,1,0,2,95,2,1,3,NA,1
33,33,9,1,1,0,2,13,1,3,3,NA,NA
33,33,10,1,1,0,2,95,2,1,2,NA,1
33,33,11,1,1,0,2,95,2,1,3,NA,1
33,33,12,1,2,0,2,13,1,1,2,NA,NA
33,33,13,1,1,0,2,95,1,1,2,NA,NA
33,33,14,1,1,0,2,12,2,2,1,NA,2
33,33,15,1,1,2,2,13,1,1,2,NA,NA
33,33,16,1,1,0,2,21,1,3,2,NA,NA
33,33,17,1,1,0,2,14,2,1,2,NA,2
33,33,18,1,1,1,2,95,2,1,2,NA,1
33,33,19,1,2,0,2,14,1,1,2,NA,NA
33,33,20,1,1,0,2,95,2,1,3,NA,2
34,34,1,1,1,1,2,13,2,1,1,NA,2
34,34,2,1,1,1,2,13,1,4,2,NA,NA
34,34,3,1,1,1,2,14,2,2,2,NA,1
34,34,4,1,1,1,2,95,2,1,3,NA,1
34,34,5,1,1,1,2,13,2,2,1,NA,2
34,34,6,1,1,0,2,13,2,1,2,NA,2
34,34,7,1,2,0,2,13,1,1,2,NA,NA
34,34,8,1,1,0,2,14,1,3,2,NA,NA
34,34,9,1,1,3,2,13,1,3,2,NA,NA
34,34,10,1,1,0,2,13,1,2,2,NA,NA
34,34,11,1,1,0,2,13,1,1,2,NA,NA
34,34,12,1,1,0,2,14,1,1,2,NA,NA
34,34,13,1,1,0,2,13,1,2,3,NA,NA
34,34,14,1,1,2,2,13,1,3,2,NA,NA
34,34,15,1,1,2,2,13,1,3,2,NA,NA
34,34,16,1,1,0,2,13,1,2,2,NA,NA
34,34,17,1,1,0,2,13,1,2,2,NA,NA
34,34,18,1,1,2,2,13,2,3,2,NA,1
34,34,19,1,1,0,2,13,1,1,2,NA,NA
34,34,20,1,1,0,2,13,2,4,2,NA,1
35,35,1,1,1,0,2,13,1,1,2,NA,NA
35,35,2,1,1,0,2,13,2,3,2,NA,1
35,35,3,1,1,0,2,13,2,1,2,NA,2
35,35,4,1,1,0,2,95,1,1,2,NA,NA
35,35,5,1,1,0,2,13,1,1,1,NA,NA
35,35,6,1,1,0,2,13,2,1,2,NA,2
35,35,7,1,1,0,2,95,2,1,3,NA,2
35,35,8,1,1,0,2,23,2,1,2,NA,2
35,35,9,1,1,2,2,95,2,1,2,NA,1
35,35,10,1,2,0,2,95,2,1,2,NA,1
35,35,11,1,1,1,2,14,2,1,3,NA,1
35,35,12,1,1,0,2,13,2,1,2,NA,1
35,35,13,1,1,0,2,95,2,1,2,NA,2
35,35,14,1,1,0,2,13,1,1,2,NA,NA
35,35,15,1,2,1,2,13,2,3,3,NA,1
35,35,16,1,1,0,2,14,NA,1,4,NA,1
35,35,17,1,1,0,2,95,2,1,3,NA,1
35,35,18,1,1,4,2,13,1,1,2,NA,NA
35,35,19,1,1,2,2,95,1,2,2,NA,NA
35,35,20,1,1,0,2,13,1,1,2,NA,NA
36,36,1,1,1,1,2,13,1,1,2,NA,NA
36,36,2,1,1,1,2,13,1,1,2,NA,NA
36,36,3,1,1,0,2,95,2,1,3,NA,1
36,36,4,1,1,1,2,13,2,3,2,NA,1
36,36,5,1,1,0,2,13,1,2,2,NA,NA
36,36,6,1,1,0,2,13,1,1,2,NA,NA
36,36,7,1,1,0,2,13,2,2,2,NA,1
36,36,8,1,1,0,2,13,1,1,2,NA,NA
36,36,9,1,2,3,2,13,2,2,2,NA,1
36,36,10,1,1,4,2,13,1,3,2,NA,NA
36,36,11,1,1,0,2,13,2,1,2,NA,1
36,36,12,1,1,1,2,13,2,1,1,NA,2
36,36,13,1,1,0,2,95,1,1,2,NA,NA
36,36,14,1,1,0,2,21,1,2,2,NA,NA
36,36,15,1,1,4,2,12,1,5,2,NA,NA
36,36,16,1,1,0,2,13,2,1,2,NA,1
36,36,17,1,1,0,2,13,1,1,2,NA,NA
36,36,18,1,1,0,2,13,2,2,3,NA,1
36,36,19,1,1,4,2,13,1,3,2,NA,NA
36,36,20,1,1,0,2,13,1,1,2,NA,NA
37,37,1,1,1,0,2,13,1,1,2,NA,NA
37,37,2,1,1,0,2,95,2,1,1,NA,1
37,37,3,1,1,0,2,95,2,1,3,NA,1
37,37,4,1,1,0,2,95,2,1,1,NA,1
37,37,5,1,2,0,1,21,2,1,2,NA,1
37,37,6,1,1,0,2,95,1,1,2,NA,NA
37,37,7,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37,37,8,1,1,0,2,13,2,1,1,NA,1
37,37,9,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37,37,10,1,1,0,2,13,2,1,1,NA,1
37,37,11,1,1,0,2,23,2,1,1,NA,1
37,37,12,1,1,1,2,95,1,1,1,NA,NA
37,37,13,1,1,2,2,13,1,2,1,NA,NA
37,37,14,1,1,0,2,13,2,1,1,NA,1
37,37,15,1,1,0,2,13,1,1,1,NA,NA
37,37,16,1,1,1,2,13,1,1,2,NA,NA
37,37,17,1,1,0,2,95,2,1,1,NA,1
37,37,18,1,1,0,2,13,2,2,1,NA,1
37,37,19,1,1,0,2,13,1,1,1,NA,NA
37,37,20,1,1,1,2,13,1,2,1,NA,NA
38,38,1,1,1,1,2,18,1,2,2,NA,NA
38,38,2,1,1,1,2,14,1,3,2,NA,NA
38,38,3,1,2,4,2,18,1,5,1,NA,NA
38,38,4,1,1,2,2,18,1,4,1,NA,NA
38,38,5,1,1,4,2,18,1,5,2,NA,NA
38,38,6,1,1,0,2,18,2,3,3,NA,1
38,38,7,1,1,4,2,18,1,4,1,NA,NA
38,38,8,1,1,2,2,14,2,2,2,NA,1
38,38,9,1,1,3,2,18,2,3,2,NA,1
38,38,10,1,1,2,2,18,1,4,1,NA,NA
38,38,11,1,1,1,2,18,1,5,1,NA,NA
38,38,12,1,NA,NA,NA,NA,NA,0,NA,NA,NA
38,38,13,1,1,0,2,18,1,4,2,NA,NA
38,38,14,1,1,0,2,18,1,2,2,NA,NA
38,38,15,1,1,0,2,14,1,2,2,NA,NA
38,38,16,1,1,3,2,18,1,4,2,NA,NA
38,38,17,1,1,0,2,18,1,3,2,NA,NA
38,38,18,1,1,2,2,18,1,2,2,NA,NA
38,38,19,1,1,4,2,18,1,5,1,NA,NA
38,38,20,1,1,3,2,18,1,4,1,NA,NA
39,39,1,1,1,1,2,13,2,1,2,NA,2
39,39,2,1,1,1,2,95,2,1,1,NA,2
39,39,3,1,1,0,2,95,2,1,1,NA,1
39,39,4,1,1,3,1,95,1,1,1,NA,NA
39,39,5,1,1,0,2,14,NA,1,4,NA,1
39,39,6,1,1,1,2,95,2,1,2,NA,2
39,39,7,1,2,0,2,95,NA,1,4,NA,2
39,39,8,1,NA,NA,NA,NA,NA,0,NA,NA,NA
39,39,9,1,1,0,2,13,2,1,2,NA,1
39,39,10,1,1,0,2,95,1,1,1,NA,NA
39,39,11,1,1,1,2,95,1,1,3,NA,NA
39,39,12,1,1,1,2,95,2,1,3,NA,1
39,39,13,1,1,0,2,95,NA,1,4,NA,2
39,39,14,1,1,1,2,95,2,1,2,NA,2
39,39,15,1,1,3,2,13,1,2,1,NA,NA
39,39,16,1,1,0,2,95,NA,1,4,NA,2
39,39,17,1,1,0,2,13,1,1,1,NA,NA
39,39,18,1,1,1,2,13,1,1,2,NA,NA
39,39,19,1,1,1,2,96,1,1,1,NA,NA
39,39,20,1,1,0,2,95,2,1,2,NA,1
40,40,1,1,1,3,2,95,2,1,1,NA,1
40,40,2,1,1,3,2,95,NA,1,4,NA,1
40,40,3,1,1,2,2,13,2,1,1,NA,1
40,40,4,1,1,0,2,95,2,1,1,NA,1
40,40,5,1,1,0,2,95,2,1,2,NA,1
40,40,6,1,1,2,1,95,2,1,1,NA,1
40,40,7,1,1,3,2,11,1,5,1,NA,NA
40,40,8,1,1,0,2,95,2,1,3,NA,1
40,40,9,1,2,0,2,13,NA,1,4,NA,1
40,40,10,1,1,2,2,95,2,1,3,NA,1
40,40,11,1,2,0,2,12,1,3,1,NA,NA
40,40,12,1,1,1,2,14,1,3,1,NA,NA
40,40,13,1,1,0,2,14,1,2,2,NA,NA
40,40,14,1,2,0,2,95,2,1,3,NA,1
40,40,15,1,NA,NA,NA,NA,NA,0,NA,NA,NA
40,40,16,1,1,2,2,95,1,1,2,NA,NA
40,40,17,1,1,0,2,13,1,2,1,NA,NA
40,40,18,1,1,1,2,95,2,1,1,NA,1
40,40,19,1,1,4,2,13,1,2,1,NA,NA
40,40,20,1,1,3,2,12,1,3,1,NA,NA
41,41,1,1,1,0,1,13,2,1,3,NA,1
41,41,2,1,1,0,1,95,2,1,3,NA,1
41,41,3,1,1,1,1,14,2,1,3,NA,2
41,41,4,1,1,0,1,13,1,2,3,NA,NA
41,41,5,1,1,2,2,13,1,2,1,NA,NA
41,41,6,1,2,0,1,14,2,1,2,NA,1
41,41,7,1,1,0,1,13,1,2,2,NA,NA
41,41,8,1,1,1,1,13,2,3,3,NA,1
41,41,9,1,1,1,2,95,2,1,3,NA,1
41,41,10,1,1,4,1,13,1,3,1,NA,NA
41,41,11,1,1,0,2,13,1,1,1,NA,NA
41,41,12,1,1,2,2,13,2,1,3,NA,1
41,41,13,1,1,0,1,13,2,1,3,NA,1
41,41,14,1,1,1,1,13,2,2,3,NA,1
41,41,15,1,1,1,2,13,1,2,3,NA,NA
41,41,16,1,1,0,2,95,NA,1,4,NA,2
41,41,17,1,1,1,2,13,1,2,1,NA,NA
41,41,18,1,1,4,2,13,1,3,2,NA,NA
41,41,19,1,1,1,2,13,1,2,1,NA,NA
41,41,20,1,1,0,2,13,2,2,3,NA,1
42,42,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA
42,42,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
42,42,3,1,1,1,2,13,1,2,1,NA,NA
42,42,4,1,1,0,2,14,1,2,1,NA,NA
42,42,5,1,1,0,2,95,NA,1,4,NA,1
42,42,6,1,1,1,1,95,2,1,3,NA,2
42,42,7,1,1,0,2,13,2,1,3,NA,1
42,42,8,1,1,1,1,12,1,1,1,NA,NA
42,42,9,1,1,4,2,13,1,3,1,NA,NA
42,42,10,1,1,0,2,13,1,3,2,NA,NA
42,42,11,1,2,0,2,95,1,2,3,NA,NA
42,42,12,1,1,0,2,13,1,2,1,NA,NA
42,42,13,1,1,0,2,12,1,1,1,NA,NA
42,42,14,1,1,1,2,13,1,2,1,NA,NA
42,42,15,1,1,1,2,12,1,3,1,NA,NA
42,42,16,1,1,4,2,12,2,3,1,NA,1
42,42,17,1,1,4,2,12,1,3,1,NA,NA
42,42,18,1,1,3,2,13,2,1,3,NA,1
42,42,19,1,1,4,2,13,1,3,1,NA,NA
42,42,20,1,1,0,2,95,1,2,3,NA,NA
43,43,1,1,2,0,2,13,NA,1,4,NA,1
43,43,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
43,43,3,1,1,0,2,13,1,2,1,NA,NA
43,43,4,1,1,0,2,95,2,1,3,NA,1
43,43,5,1,2,0,2,95,NA,1,4,NA,1
43,43,6,1,1,3,2,13,1,2,1,NA,NA
43,43,7,1,1,0,2,13,1,1,2,NA,NA
43,43,8,1,1,0,2,13,NA,2,4,NA,1
43,43,9,1,1,0,2,95,2,1,3,NA,1
43,43,10,1,1,4,1,14,1,2,3,NA,NA
43,43,11,1,1,1,2,13,2,2,2,NA,1
43,43,12,1,1,0,2,95,2,1,1,NA,2
43,43,13,1,1,2,1,13,2,1,1,NA,1
43,43,14,1,1,3,1,13,1,2,1,NA,NA
43,43,15,1,1,0,2,95,2,1,3,NA,2
43,43,16,1,1,0,2,95,2,1,2,NA,1
43,43,17,1,1,0,2,13,2,1,3,NA,1
43,43,18,1,1,0,1,13,1,1,1,NA,NA
43,43,19,1,1,0,2,95,2,1,1,NA,2
43,43,20,1,1,0,2,13,2,1,1,NA,1
44,44,1,1,1,0,2,95,2,1,1,NA,2
44,44,2,1,1,4,2,95,1,1,2,NA,NA
44,44,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
44,44,4,1,2,0,2,95,2,1,3,NA,2
44,44,5,1,1,0,2,95,2,1,3,NA,2
44,44,6,1,1,0,2,13,1,1,1,NA,NA
44,44,7,1,1,0,2,13,2,1,3,NA,1
44,44,8,1,1,4,2,13,NA,1,4,NA,1
44,44,9,1,1,1,2,13,1,1,3,NA,NA
44,44,10,1,1,0,2,13,2,1,2,NA,1
44,44,11,1,1,0,2,95,2,1,1,NA,1
44,44,12,1,1,0,2,12,1,3,1,NA,NA
44,44,13,1,NA,NA,NA,NA,NA,0,NA,NA,NA
44,44,14,1,1,1,2,95,1,1,3,NA,NA
44,44,15,1,1,0,2,95,NA,1,4,NA,2
44,44,16,1,1,1,2,13,2,1,2,NA,1
44,44,17,1,1,2,2,13,1,1,1,NA,NA
44,44,18,1,1,0,1,95,2,1,3,NA,1
44,44,19,1,1,1,1,13,1,1,3,NA,NA
44,44,20,1,1,3,1,13,1,2,3,NA,NA
45,45,1,1,1,3,2,13,1,2,2,NA,NA
45,45,2,1,1,2,2,14,1,3,1,NA,NA
45,45,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
45,45,4,1,1,4,2,11,1,5,1,NA,NA
45,45,5,1,1,1,2,13,2,2,2,NA,2
45,45,6,1,1,2,2,12,2,3,1,NA,1
45,45,7,1,1,2,2,11,1,5,1,NA,NA
45,45,8,1,1,0,1,14,1,3,1,NA,NA
45,45,9,1,1,0,2,14,1,3,1,NA,NA
45,45,10,1,2,0,2,13,1,2,1,NA,NA
45,45,11,1,2,1,2,11,1,3,1,NA,NA
45,45,12,1,1,1,1,13,2,1,3,NA,2
45,45,13,1,1,0,1,11,1,2,2,NA,NA
45,45,14,1,1,0,2,18,1,2,1,NA,NA
45,45,15,1,1,0,2,13,1,1,1,NA,NA
45,45,16,1,1,0,2,14,1,2,2,NA,NA
45,45,17,1,1,0,2,13,2,1,2,NA,1
45,45,18,1,1,0,2,13,2,3,2,NA,1
45,45,19,1,1,1,2,13,1,3,2,NA,NA
45,45,20,1,1,1,2,18,2,2,2,NA,1
46,46,1,1,1,4,2,13,1,3,1,NA,NA
46,46,2,1,1,2,2,13,1,2,2,NA,NA
46,46,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
46,46,4,1,1,0,2,14,NA,1,4,NA,2
46,46,5,1,1,0,1,14,1,2,1,NA,NA
46,46,6,1,1,0,1,13,1,1,3,NA,NA
46,46,7,1,1,1,2,13,1,3,1,NA,NA
46,46,8,1,1,1,2,14,1,3,1,NA,NA
46,46,9,1,1,1,2,13,2,1,2,NA,2
46,46,10,1,2,0,2,14,1,3,2,NA,NA
46,46,11,1,1,3,2,18,1,3,1,NA,NA
46,46,12,1,1,0,2,18,2,1,3,NA,1
46,46,13,1,1,1,2,14,1,3,1,NA,NA
46,46,14,1,1,0,2,14,2,2,1,NA,1
46,46,15,1,1,0,2,18,1,4,1,NA,NA
46,46,16,1,1,0,2,95,1,1,1,NA,NA
46,46,17,1,1,1,2,13,2,1,3,NA,2
46,46,18,1,1,0,2,23,2,1,3,NA,1
46,46,19,1,1,0,1,14,1,1,1,NA,NA
46,46,20,1,1,0,2,14,1,1,1,NA,NA
47,47,1,1,1,0,2,95,2,1,3,NA,1
47,47,2,1,2,0,2,95,2,1,2,NA,1
47,47,3,1,1,0,2,95,1,1,1,NA,NA
47,47,4,1,1,3,2,95,1,1,3,NA,NA
47,47,5,1,1,0,2,14,1,2,3,NA,NA
47,47,6,1,1,1,2,13,1,2,1,NA,NA
47,47,7,1,1,0,2,95,NA,1,4,NA,2
47,47,8,1,1,0,2,13,1,3,3,NA,NA
47,47,9,1,1,0,1,13,1,1,1,NA,NA
47,47,10,1,NA,NA,NA,NA,NA,0,NA,NA,NA
47,47,11,1,2,0,2,13,2,2,1,NA,1
47,47,12,1,1,3,2,13,2,2,2,NA,1
47,47,13,1,1,0,2,13,1,1,1,NA,NA
47,47,14,1,1,1,2,95,2,1,1,NA,1
47,47,15,1,NA,NA,NA,NA,NA,0,NA,NA,NA
47,47,16,1,1,4,2,13,1,2,2,NA,NA
47,47,17,1,1,4,2,13,2,2,1,NA,1
47,47,18,1,1,2,2,13,1,2,1,NA,NA
47,47,19,1,1,0,1,14,2,2,2,NA,1
47,47,20,1,1,1,2,95,2,1,3,NA,1
48,48,1,1,1,0,2,14,1,3,1,NA,NA
48,48,2,1,2,0,2,14,1,2,1,NA,NA
48,48,3,1,1,0,1,14,1,2,1,NA,NA
48,48,4,1,1,2,2,14,1,4,1,NA,NA
48,48,5,1,1,1,2,14,1,4,1,NA,NA
48,48,6,1,1,3,2,18,1,4,1,NA,NA
48,48,7,1,1,0,2,14,2,1,1,NA,1
48,48,8,1,1,1,1,14,1,2,1,NA,NA
48,48,9,1,1,1,2,14,2,2,1,NA,1
48,48,10,1,1,1,2,14,2,2,3,NA,1
48,48,11,1,1,0,2,14,1,1,1,NA,NA
48,48,12,1,1,4,2,14,1,2,1,NA,NA
48,48,13,1,1,1,2,14,1,3,1,NA,NA
48,48,14,1,1,0,2,14,1,2,1,NA,NA
48,48,15,1,1,1,2,18,1,4,1,NA,NA
48,48,16,1,1,0,1,14,1,3,1,NA,NA
48,48,17,1,2,0,2,14,2,2,3,NA,1
48,48,18,1,1,0,2,14,1,3,2,NA,NA
48,48,19,1,1,0,2,14,2,1,2,NA,1
48,48,20,1,2,0,1,95,1,2,1,NA,NA
49,49,1,1,1,4,2,12,1,4,1,NA,NA
49,49,2,1,1,3,2,12,1,3,1,NA,NA
49,49,3,1,1,3,2,12,1,4,1,NA,NA
49,49,4,1,1,2,2,13,1,3,1,NA,NA
49,49,5,1,1,2,2,12,1,4,1,NA,NA
49,49,6,1,1,2,2,13,1,3,2,NA,NA
49,49,7,1,1,3,1,12,1,3,1,NA,NA
49,49,8,1,1,3,2,13,1,3,1,NA,NA
49,49,9,1,1,1,2,13,1,3,2,NA,NA
49,49,10,1,1,3,2,13,2,2,1,NA,1
49,49,11,1,1,0,2,11,1,2,1,NA,NA
49,49,12,1,1,3,2,12,1,2,2,NA,NA
49,49,13,1,1,4,2,13,1,3,1,NA,NA
49,49,14,1,1,0,2,13,2,2,1,NA,1
49,49,15,1,1,0,2,96,1,1,1,NA,NA
49,49,16,1,1,2,2,13,1,3,2,NA,NA
49,49,17,1,1,0,2,13,1,1,1,NA,NA
49,49,18,1,1,0,2,95,2,1,2,NA,1
49,49,19,1,1,0,2,95,2,1,1,NA,1
49,49,20,1,1,1,2,95,2,1,1,NA,1
50,50,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA
50,50,2,1,1,0,2,13,1,2,3,NA,NA
50,50,3,1,1,3,2,13,2,2,3,NA,1
50,50,4,1,1,3,2,13,1,4,1,NA,NA
50,50,5,1,1,0,2,13,2,2,3,NA,1
50,50,6,1,1,3,2,13,1,1,1,NA,NA
50,50,7,1,1,1,2,13,1,2,1,NA,NA
50,50,8,1,1,0,2,13,1,3,2,NA,NA
50,50,9,1,1,0,1,13,2,2,1,NA,1
50,50,10,1,1,1,2,13,1,2,1,NA,NA
50,50,11,1,1,0,2,13,1,3,1,NA,NA
50,50,12,1,1,1,2,13,1,3,2,NA,NA
